Tweets	Followers	Friends	Happy	Sad
2294	64	47	0.480856	0.519144
740	86	82	0.480856	0.519144
17	16	19	0.480856	0.519144
642	53	171	0.970588	0.029412
535	149	158	0.480927	0.519073
1087	64	122	0.480856	0.519144
38	6	15	0.480856	0.519144
570	114	245	0.970588	0.029412
1745	589	750	0.480927	0.519073
45	10	48	0.480856	0.519144
4383	962	711	0.970588	0.029412
406	11	3	0.480856	0.519144
117	10	16	0.480856	0.519144
6076	291	213	0.480856	0.519144
2755	84	72	0.480856	0.519144
16835	1740	394	0.480856	0.519144
1873	89	56	0.480856	0.519144
31	3	7	0.970588	0.029412
779	74	118	0.970588	0.029412
746	60	40	0.480856	0.519144
2626	3160	0	0.480856	0.519144
59	159	766	0.480856	0.519144
482	568	1051	0.480856	0.519144
11116	170	0	0.480856	0.519144
228	65	8	0.480856	0.519144
919	149	81	0.480856	0.519144
1	0	0	0.480856	0.519144
577	108	912	0.480856	0.519144
5339	359	379	0.480856	0.519144
706	1315	1483	0.480927	0.519073
4312	175	72	0.480927	0.519073
11	4	21	0.480856	0.519144
4495	292	1	0.480856	0.519144
4088	13010	201	0.970588	0.029412
471	238	89	0.480856	0.519144
312	119	177	0.480856	0.519144
2	0	1	0.970596	0.029404
81	24	23	0.029411	0.970589
184	35	74	0.480856	0.519144
13	15	26	0.480856	0.519144
11790	534	276	0.480856	0.519144
11	20	77	0.970588	0.029412
34294	11864	12219	0.480856	0.519144
5215	258	189	0.480856	0.519144
933	16	4	0.480856	0.519144
104	15	22	0.480856	0.519144
10143	318	304	0.480856	0.519144
4	11	48	0.480856	0.519144
673	23	30	0.480856	0.519144
506	23	7	0.970588	0.029412
97	80	33	0.480856	0.519144
57	6	19	0.970588	0.029412
22	20	23	0.970588	0.029412
18	4	9	0.970588	0.029412
281	41	48	0.015151	0.984849
220	86	124	0.480856	0.519144
240	22	14	0.480856	0.519144
614	51	55	0.480856	0.519144
3143	186	142	0.480856	0.519144
28	15	32	0.480856	0.519144
2511	153	122	0.970588	0.029412
2093	353	1	0.480856	0.519144
296	63	58	0.480856	0.519144
3011	167	73	0.999150	0.000850
9192	103	65	0.480927	0.519073
221	42	34	0.480856	0.519144
666	62	53	0.480856	0.519144
2852	199	87	0.480856	0.519144
1319	109	67	0.480856	0.519144
130	47	146	0.480856	0.519144
4	17	27	0.480927	0.519073
343	60	137	0.480856	0.519144
8	2	2	0.480856	0.519144
1132	63	47	0.480856	0.519144
2409	180	157	0.480856	0.519144
1739	494	589	0.480856	0.519144
117	5	2	0.480856	0.519144
780	46	50	0.970588	0.029412
249	56	70	0.480856	0.519144
1140	30	40	0.480856	0.519144
141	67	38	0.970588	0.029412
109	12	21	0.480856	0.519144
2176	143	161	0.480856	0.519144
2958	153	86	0.970588	0.029412
95	4	10	0.480856	0.519144
4747	435	477	0.480856	0.519144
11119	171	0	0.480856	0.519144
871	93	86	0.970588	0.029412
2103	104	70	0.970588	0.029412
7091	232	112	0.970588	0.029412
3	0	0	0.480856	0.519144
2080	160	97	0.480856	0.519144
592	36	23	0.480856	0.519144
325	35	71	0.480856	0.519144
448	39	74	0.480856	0.519144
54	38	41	0.480856	0.519144
548	34	81	0.970588	0.029412
10	12	31	0.480856	0.519144
67	8	14	0.480856	0.519144
2145	113	127	0.480856	0.519144
171	19	18	0.480856	0.519144
1525	102	59	0.480856	0.519144
338	42	48	0.970588	0.029412
197	8	1	0.480856	0.519144
656	42	21	0.480856	0.519144
1954	121	191	0.970588	0.029412
71	60	155	0.480856	0.519144
148	67	68	0.480856	0.519144
115	7	10	0.970588	0.029412
1842	811	1677	0.480856	0.519144
56	32	38	0.480856	0.519144
252	24	36	0.480856	0.519144
45	26	34	0.480856	0.519144
1026	377	823	0.480856	0.519144
674	33	71	0.480856	0.519144
134	19	16	0.480927	0.519073
252	73	108	0.480856	0.519144
1340	100	171	0.480856	0.519144
4184	265	120	0.480856	0.519144
58	3	3	0.480856	0.519144
840	1191	1998	0.480927	0.519073
3	2	4	0.480856	0.519144
918	94	80	0.480856	0.519144
2146	187	140	0.480927	0.519073
212	89	204	0.480856	0.519144
267	69	114	0.480856	0.519144
1046	111	112	0.970588	0.029412
69	12	3	0.480856	0.519144
98	7	7	0.480856	0.519144
2196	90	622	0.480856	0.519144
160	86	60	0.999150	0.000850
856	109	75	0.480856	0.519144
2359	104	37	0.480856	0.519144
93	239	34	0.480856	0.519144
803	1542	1862	0.480856	0.519144
2949	423	235	0.970588	0.029412
742	339	248	0.480856	0.519144
1981	26	20	0.480856	0.519144
15408	276	0	0.970588	0.029412
312	98	182	0.480856	0.519144
80	34	225	0.480856	0.519144
5399	376	687	0.480856	0.519144
2353	92	67	0.480856	0.519144
576	68	67	0.519134	0.480866
641	68	115	0.480856	0.519144
4393	3213	2	0.480856	0.519144
77	467	54	0.970588	0.029412
5043	202	85	0.970588	0.029412
499	488	472	0.480856	0.519144
2646	25	21	0.970588	0.029412
1479	194	641	0.480856	0.519144
2	9	61	0.480856	0.519144
5080	49	84	0.970588	0.029412
26	25	81	0.480856	0.519144
6568	391	375	0.480856	0.519144
4933	263	150	0.480927	0.519073
800	549	1542	0.970588	0.029412
797	582	540	0.480927	0.519073
34	8	20	0.970596	0.029404
600	93	177	0.480856	0.519144
454	80	130	0.480856	0.519144
211	17	15	0.480856	0.519144
90	19	20	0.480856	0.519144
15	4	5	0.999150	0.000850
786	24	53	0.480856	0.519144
186	19	18	0.480856	0.519144
5430	1662	91	0.480856	0.519144
67	39	68	0.480856	0.519144
216	19	16	0.480856	0.519144
5764	338	188	0.480856	0.519144
86	29	51	0.480856	0.519144
1520	448	124	0.970588	0.029412
353	128	63	0.480927	0.519073
1933	215	184	0.480856	0.519144
30	9	36	0.480856	0.519144
39	9	13	0.480856	0.519144
711	57	89	0.970588	0.029412
1064	121	139	0.480856	0.519144
153	26	36	0.480856	0.519144
4014	405	556	0.970588	0.029412
6876	535	357	0.480856	0.519144
7682	316	188	0.480856	0.519144
187	14	10	0.480856	0.519144
4022	239	721	0.480856	0.519144
3476	253	134	0.480856	0.519144
574	48	38	0.480927	0.519073
7103	581	168	0.480856	0.519144
896	104	159	0.480856	0.519144
1093	94	120	0.480856	0.519144
1043	81	70	0.970588	0.029412
735	146	0	0.480856	0.519144
257	67	165	0.480856	0.519144
7692	1072	309	0.480856	0.519144
13407	1340	1113	0.480856	0.519144
56	6	13	0.480856	0.519144
132	62	93	0.029411	0.970589
9088	7943	5574	0.480856	0.519144
563	17	39	0.480856	0.519144
36	9	20	0.480856	0.519144
19136	447	449	0.970588	0.029412
6304	922	68	0.480856	0.519144
13561	246	0	0.480856	0.519144
139	28	25	0.970588	0.029412
848	201	157	0.480856	0.519144
7790	702	674	0.480856	0.519144
133	29	95	0.480856	0.519144
5574	994	386	0.970588	0.029412
743	24	21	0.480856	0.519144
670	57	55	0.480856	0.519144
3678	122	55	0.480856	0.519144
235	79	48	0.480856	0.519144
1102	27	36	0.480856	0.519144
38	25	45	0.480856	0.519144
763	718	560	0.970588	0.029412
901	228	789	0.480856	0.519144
27	0	4	0.970588	0.029412
219	31	43	0.480856	0.519144
6718	754	500	0.480856	0.519144
56	61	49	0.480856	0.519144
66	96	276	0.480856	0.519144
6852	415	283	0.480856	0.519144
1078	164	144	0.970588	0.029412
108	34	81	0.480856	0.519144
1790	201	158	0.480856	0.519144
511	156	99	0.480856	0.519144
2639	242	294	0.480856	0.519144
21	23	54	0.970588	0.029412
1497	358	440	0.480856	0.519144
199	29	42	0.480856	0.519144
41	14	30	0.970596	0.029404
2965	6857	425	0.970588	0.029412
2697	20982	20431	0.480856	0.519144
239	1217	1476	0.970588	0.029412
6	6	15	0.480856	0.519144
32	64	53	0.480856	0.519144
7	10	9	0.480856	0.519144
11124	171	0	0.480856	0.519144
4	2	6	0.480856	0.519144
1	1	1	0.480856	0.519144
6232	1380	1712	0.480856	0.519144
1812	556	877	0.480856	0.519144
149	4	10	0.480856	0.519144
9420	4807	1203	0.480856	0.519144
333	110	107	0.480927	0.519073
59	25	34	0.480856	0.519144
11125	171	0	0.480856	0.519144
1468	133	102	0.480856	0.519144
2104	2017	1877	0.480856	0.519144
3887	163	135	0.480856	0.519144
12	36	44	0.480856	0.519144
518	268	493	0.480856	0.519144
2654	106	67	0.480856	0.519144
1418	51	85	0.480856	0.519144
6033	173	86	0.480998	0.519002
187	14	31	0.480856	0.519144
1588	129	101	0.480856	0.519144
694	50	41	0.480856	0.519144
283	118	175	0.480856	0.519144
248	38	132	0.480856	0.519144
49745	2316	1	0.480856	0.519144
1554	250	208	0.480856	0.519144
31893	1200	0	0.970588	0.029412
367	119	115	0.970588	0.029412
94	30	114	0.480856	0.519144
283	167	50	0.480856	0.519144
224	59	44	0.480856	0.519144
132	6	20	0.480856	0.519144
340	19	25	0.480856	0.519144
11	4	4	0.480856	0.519144
1482	1093	158	0.999150	0.000850
538	1511	2001	0.480856	0.519144
1703	150	2	0.480856	0.519144
8919	196	80	0.480856	0.519144
483	85	54	0.480856	0.519144
3502	394	419	0.480856	0.519144
31	9	19	0.480856	0.519144
1952	152	162	0.480856	0.519144
814	35	67	0.480856	0.519144
853	36	50	0.480856	0.519144
18	5	21	0.480856	0.519144
1236	90	113	0.480927	0.519073
37	251	1322	0.480856	0.519144
328	125	260	0.480856	0.519144
4348	420	278	0.480856	0.519144
24	15	78	0.480856	0.519144
16227	229	279	0.480856	0.519144
869	125	127	0.480856	0.519144
2475	43	74	0.480856	0.519144
55	8	11	0.480856	0.519144
5	1	0	0.970588	0.029412
4374	4385	4307	0.480856	0.519144
5651	899	320	0.970588	0.029412
274	437	0	0.480856	0.519144
208	109	126	0.480856	0.519144
826	126	151	0.480856	0.519144
112	8	3	0.480856	0.519144
641	112	121	0.480927	0.519073
10	4	13	0.480856	0.519144
671	316	282	0.480856	0.519144
22	75	101	0.480856	0.519144
513	12	9	0.480856	0.519144
150	79	79	0.480856	0.519144
15	3	1	0.999150	0.000850
7545	2164	825	0.480856	0.519144
1571	159	428	0.029411	0.970589
303	51	208	0.480856	0.519144
33	14	20	0.999150	0.000850
186	32	42	0.480856	0.519144
1550	115	143	0.480856	0.519144
258	27	36	0.480856	0.519144
2216	80	125	0.480856	0.519144
454	33	30	0.480856	0.519144
8104	143	0	0.480856	0.519144
292	107	57	0.480927	0.519073
737	71	71	0.480856	0.519144
774	84	85	0.480856	0.519144
1336	180	101	0.970588	0.029412
885	168	326	0.480856	0.519144
184	12	14	0.480856	0.519144
663	72	105	0.480856	0.519144
335	89	68	0.480856	0.519144
479	1739	1510	0.970588	0.029412
2285	790	700	0.480856	0.519144
167	9	21	0.970588	0.029412
2440	174	155	0.480856	0.519144
8548	770	7	0.480856	0.519144
15799	712	0	0.480856	0.519144
19980	978	582	0.480856	0.519144
1974	1259	1370	0.480856	0.519144
2	2	30	0.480856	0.519144
1114	228	108	0.480856	0.519144
460	218	309	0.480856	0.519144
1190	53	41	0.480856	0.519144
10753	508	564	0.480927	0.519073
20	9	7	0.480856	0.519144
314	71	36	0.480856	0.519144
1228	566	1233	0.480856	0.519144
3214	400	164	0.970588	0.029412
485	43	20	0.480856	0.519144
4891	231	99	0.970588	0.029412
583	53	43	0.480927	0.519073
1305	102	128	0.480856	0.519144
132	29	38	0.480856	0.519144
16253	172	169	0.480856	0.519144
29	76	157	0.480856	0.519144
1613	38	66	0.480856	0.519144
556	43	24	0.480856	0.519144
14842	415	572	0.970588	0.029412
13587	3112	1000	0.480856	0.519144
422	16	63	0.480856	0.519144
2131	137	111	0.480856	0.519144
229	35	20	0.480856	0.519144
782	407	855	0.480856	0.519144
3618	224	121	0.480856	0.519144
577	107	191	0.480856	0.519144
1382	183	273	0.480856	0.519144
5847	356	362	0.480856	0.519144
45	13	20	0.480856	0.519144
237	38	30	0.480856	0.519144
440	120	481	0.480856	0.519144
840	55	53	0.480856	0.519144
843	65	68	0.480856	0.519144
6	8	17	0.970588	0.029412
425	63	240	0.480856	0.519144
383	51	26	0.480856	0.519144
669	872	637	0.480856	0.519144
123	121	188	0.970588	0.029412
192	80	255	0.480856	0.519144
9674	589	0	0.970588	0.029412
68	70	74	0.480856	0.519144
756	36	27	0.480856	0.519144
609	47	117	0.480856	0.519144
1968	87	77	0.480856	0.519144
646	67	81	0.519134	0.480866
5281	183	203	0.480856	0.519144
3172	41880	274	0.480856	0.519144
7082	354	486	0.480856	0.519144
142	61	85	0.480856	0.519144
2631	294	482	0.970588	0.029412
90	110	194	0.970588	0.029412
8126	389	160	0.480856	0.519144
4469	607	890	0.480856	0.519144
150	59	352	0.970588	0.029412
494	65	86	0.970588	0.029412
263	24	28	0.480856	0.519144
2012	342	69	0.480856	0.519144
678	83	88	0.480856	0.519144
2577	82	86	0.480856	0.519144
99	107	180	0.480856	0.519144
236	62	117	0.480856	0.519144
29	4	19	0.970596	0.029404
329	36	77	0.480856	0.519144
8920	196	80	0.480856	0.519144
10	1	0	0.480856	0.519144
450	102	131	0.480856	0.519144
184	14	6	0.480856	0.519144
12	30	109	0.480856	0.519144
122	12	58	0.480856	0.519144
132	40	61	0.480856	0.519144
967	545	244	0.480856	0.519144
18	2	2	0.480856	0.519144
2454	94	111	0.480856	0.519144
340	10	10	0.480856	0.519144
460	47	75	0.480856	0.519144
1367	2569	1298	0.480927	0.519073
51	35	31	0.480856	0.519144
16681	681	517	0.970588	0.029412
1997	329	320	0.480856	0.519144
8358	294	148	0.029411	0.970589
442	45	55	0.480856	0.519144
1	1	2	0.480856	0.519144
1170	13245	13879	0.480856	0.519144
2038	101	21	0.970588	0.029412
1998	291	387	0.480856	0.519144
1154	199	399	0.480856	0.519144
80	21	86	0.970588	0.029412
3361	3024	2545	0.480856	0.519144
545	59	91	0.480856	0.519144
11552	904	1148	0.480856	0.519144
3579	3767	3395	0.480856	0.519144
3229	28	30	0.480856	0.519144
332	136	84	0.480856	0.519144
202	29	88	0.970588	0.029412
362	71	78	0.480856	0.519144
139	23	22	0.480856	0.519144
2436	112	98	0.480856	0.519144
530	67	45	0.480856	0.519144
421	8	5	0.480856	0.519144
4209	4825	5252	0.970588	0.029412
2020	207	264	0.970588	0.029412
4672	172	64	0.480856	0.519144
89	110	253	0.480856	0.519144
202	37	37	0.970588	0.029412
1432	111	117	0.970588	0.029412
2	0	0	0.480856	0.519144
1350	129	153	0.480856	0.519144
8000	801	162	0.480856	0.519144
2706	339	236	0.480856	0.519144
75	92	89	0.480856	0.519144
2096	125	118	0.480856	0.519144
426	67	128	0.480856	0.519144
301	23	43	0.970588	0.029412
544	37	38	0.480856	0.519144
2487	6400	105	0.480856	0.519144
16701	463	461	0.480856	0.519144
494	82	147	0.480856	0.519144
62	731	32	0.480856	0.519144
214	11	9	0.480856	0.519144
110	32	27	0.480856	0.519144
1364	60	50	0.480856	0.519144
4	4	17	0.970588	0.029412
1303	66	121	0.480856	0.519144
4837	6336	6762	0.480856	0.519144
3285	133	125	0.480856	0.519144
2261	2542	2498	0.480856	0.519144
1617	53	53	0.029411	0.970589
833	34	35	0.480856	0.519144
2364	605	274	0.480856	0.519144
416	377	535	0.480856	0.519144
46	22	19	0.480856	0.519144
4099	128	89	0.480856	0.519144
56	12	22	0.480856	0.519144
72	21	68	0.480927	0.519073
104	5	3	0.480856	0.519144
589	30	68	0.480856	0.519144
9	4	7	0.480856	0.519144
327	113	169	0.480856	0.519144
18	31	210	0.480856	0.519144
1319	76	93	0.480856	0.519144
361	31	50	0.480856	0.519144
2225	167	161	0.480856	0.519144
386	27	20	0.970588	0.029412
11194	481	423	0.480927	0.519073
27	21	73	0.480856	0.519144
69	32	77	0.480856	0.519144
476	354	174	0.480856	0.519144
2224	212	211	0.480927	0.519073
923	211	57	0.970588	0.029412
21270	508	253	0.480856	0.519144
1522	135	83	0.480927	0.519073
1733	46	150	0.970588	0.029412
1530	93	137	0.480856	0.519144
665	267	320	0.480856	0.519144
1340	209	271	0.480856	0.519144
1242	150	99	0.970588	0.029412
1956	47	58	0.480856	0.519144
39	56	469	0.480856	0.519144
3428	523	147	0.970588	0.029412
529	15	39	0.480856	0.519144
2144	112	190	0.480856	0.519144
1941	83	99	0.480856	0.519144
2768	5892	5878	0.480856	0.519144
62	74	46	0.480856	0.519144
708	14	37	0.970588	0.029412
2176	52	48	0.480856	0.519144
1229	46	44	0.480856	0.519144
486	22	26	0.029411	0.970589
137	45	19	0.480856	0.519144
1276	51	48	0.480927	0.519073
3	2	2	0.480856	0.519144
44	15	52	0.480856	0.519144
1463	283	472	0.480856	0.519144
6982	1719	1512	0.480856	0.519144
5060	240	198	0.480856	0.519144
15882	541	216	0.480927	0.519073
572	108	124	0.480856	0.519144
13	7	12	0.354045	0.645955
20	10	12	0.480927	0.519073
7108	523	480	0.480856	0.519144
132	29	59	0.480856	0.519144
3722	175	80	0.480856	0.519144
1115	182	279	0.480856	0.519144
4861	1972	2163	0.480856	0.519144
151	79	82	0.480856	0.519144
53	3	13	0.480856	0.519144
227	46	42	0.480856	0.519144
26	14	30	0.480856	0.519144
7914	214	87	0.970588	0.029412
435	76	173	0.480856	0.519144
3098	129	28	0.480856	0.519144
6	18	57	0.480856	0.519144
119	35	51	0.480856	0.519144
885	380	311	0.480856	0.519144
741	64	55	0.480856	0.519144
12951	2456	100	0.970588	0.029412
134	20	21	0.999150	0.000850
232	91	155	0.970588	0.029412
933	43	67	0.480856	0.519144
252	15	11	0.480856	0.519144
357	29	72	0.480856	0.519144
5	4	10	0.480856	0.519144
66	14	15	0.970588	0.029412
97336	2727	2769	0.480856	0.519144
2520	120	59	0.015151	0.984849
547	9	38	0.029411	0.970589
600	74	156	0.480856	0.519144
665	88	100	0.970588	0.029412
543	32	43	0.480856	0.519144
63	124	529	0.480856	0.519144
2592	408	364	0.480927	0.519073
4369	600	547	0.480856	0.519144
544	50	66	0.480927	0.519073
97349	2727	2769	0.480856	0.519144
508	200	279	0.480856	0.519144
98	15	40	0.480856	0.519144
4550	1161	818	0.974659	0.025341
837	18674	453	0.480856	0.519144
1592	744	554	0.480856	0.519144
1895	127	128	0.480856	0.519144
476	14	20	0.480856	0.519144
1937	420	410	0.480856	0.519144
312	390	644	0.480856	0.519144
288	40	212	0.480856	0.519144
213	43	39	0.480856	0.519144
846	191	61	0.480856	0.519144
1441	1315	924	0.480856	0.519144
7	3	11	0.480856	0.519144
16243	5554	3488	0.480856	0.519144
344	273	526	0.480856	0.519144
368	16	15	0.970588	0.029412
140	22	23	0.480856	0.519144
39	115	302	0.970588	0.029412
683	84	63	0.480856	0.519144
39398	1002	324	0.480856	0.519144
383	29	41	0.480856	0.519144
169	36	97	0.480856	0.519144
2604	120	1	0.970588	0.029412
2352	321	280	0.970596	0.029404
4108	80	85	0.480856	0.519144
261	72	57	0.015151	0.984849
248	72	58	0.984848	0.015152
63	13	46	0.970588	0.029412
2771	836	59	0.480856	0.519144
143	18	89	0.480856	0.519144
6527	9580	131	0.480856	0.519144
554	241	208	0.480856	0.519144
533	185	186	0.480856	0.519144
268	216	227	0.480856	0.519144
65	52	262	0.480856	0.519144
4035	2453	2402	0.480856	0.519144
6	3	20	0.480856	0.519144
851	139	130	0.480856	0.519144
7070	535	224	0.480856	0.519144
1	0	1	0.480856	0.519144
196	25	135	0.480856	0.519144
12	21	3	0.970588	0.029412
203	385	242	0.480856	0.519144
27	15	25	0.480856	0.519144
56	35	67	0.480856	0.519144
92	56	64	0.480856	0.519144
1208	184	89	0.480856	0.519144
53	10	33	0.480856	0.519144
1967	92	66	0.480856	0.519144
7	1	20	0.480856	0.519144
1640	270	456	0.999150	0.000850
3892	250	198	0.970588	0.029412
124	37	35	0.029419	0.970581
53	3	24	0.480856	0.519144
471	54	138	0.480856	0.519144
411	171	171	0.970588	0.029412
230	67	127	0.480856	0.519144
258	35	98	0.480856	0.519144
2473	1227	1163	0.970588	0.029412
367	30	100	0.970588	0.029412
13150	131	379	0.480856	0.519144
93	9	17	0.480856	0.519144
415	60	68	0.480856	0.519144
95	85	104	0.480856	0.519144
2544	2275	2195	0.480856	0.519144
591	41	83	0.480856	0.519144
20	15	70	0.480856	0.519144
450	77	76	0.029411	0.970589
2269	752	1160	0.480856	0.519144
44	11	41	0.480856	0.519144
64	40	78	0.480927	0.519073
136	19	24	0.480856	0.519144
2033	383	377	0.480856	0.519144
633	113	290	0.480856	0.519144
41	15	73	0.480856	0.519144
771	622	39	0.480856	0.519144
409	25	26	0.480856	0.519144
13	16	17	0.480856	0.519144
496	67	97	0.480856	0.519144
75	182	67	0.970596	0.029404
287	29	23	0.480856	0.519144
423	185	22	0.480856	0.519144
946	103	115	0.480856	0.519144
1964	121	123	0.029411	0.970589
4424	934	841	0.480856	0.519144
34	1	1	0.480856	0.519144
382	40	20	0.480856	0.519144
575	44	38	0.480856	0.519144
7586	239	420	0.480856	0.519144
2	8	19	0.480856	0.519144
944	147	222	0.970588	0.029412
416	110	111	0.480856	0.519144
9654	304	383	0.480856	0.519144
461	24	69	0.480856	0.519144
8705	581	497	0.970588	0.029412
438	87	157	0.970588	0.029412
2128	149	74	0.970588	0.029412
269	35	57	0.480856	0.519144
824	69	58	0.480856	0.519144
1743	329	451	0.480856	0.519144
9407	1195	1997	0.480856	0.519144
174	22	13	0.480856	0.519144
877	403	298	0.480856	0.519144
1010	617	432	0.480856	0.519144
33968	1267	1	0.480856	0.519144
106	82	88	0.480856	0.519144
250263	790	22	0.970588	0.029412
2676	103	89	0.480856	0.519144
1764	164	164	0.480856	0.519144
1613	154	142	0.480856	0.519144
43	12	20	0.970588	0.029412
8366	8728	9563	0.480856	0.519144
4144	496	458	0.480927	0.519073
686	45	119	0.480927	0.519073
4032	966	685	0.480856	0.519144
541	77	130	0.480856	0.519144
4557	237	125	0.480856	0.519144
105	13	16	0.480856	0.519144
272	22	47	0.480856	0.519144
143	42	64	0.970588	0.029412
1877	82	31	0.970588	0.029412
613	56	43	0.984848	0.015152
1162	40	50	0.480856	0.519144
28	15	40	0.480856	0.519144
21	10	13	0.480856	0.519144
970	67	67	0.480856	0.519144
3515	258	36	0.480856	0.519144
459	23	62	0.480927	0.519073
2575	2587	1605	0.480856	0.519144
16879	105	99	0.970596	0.029404
167	37	54	0.480856	0.519144
270	138	130	0.480856	0.519144
189	9	13	0.480856	0.519144
21	3	16	0.970588	0.029412
4445	166	240	0.480856	0.519144
228	244	255	0.970588	0.029412
403	73	112	0.480856	0.519144
2039	140	52	0.480856	0.519144
1278	161	362	0.970588	0.029412
2797	197	49	0.480856	0.519144
6127	408	367	0.480856	0.519144
2536	3234	3295	0.480856	0.519144
37	16	37	0.480856	0.519144
1650	261	265	0.480856	0.519144
2658	111	111	0.480856	0.519144
8	0	3	0.480856	0.519144
872	291	290	0.480856	0.519144
7496	8631	8564	0.480856	0.519144
1307	122	62	0.480856	0.519144
3094	511	899	0.480856	0.519144
459	99	23	0.480856	0.519144
2302	2812	3050	0.480856	0.519144
236	20	43	0.480856	0.519144
993	248	402	0.970588	0.029412
145	16	36	0.480856	0.519144
274	113	222	0.480856	0.519144
369	3	0	0.480856	0.519144
6	3	7	0.480856	0.519144
1084	75	113	0.480856	0.519144
317	45	24	0.480856	0.519144
191	67	84	0.480856	0.519144
165	16	34	0.970588	0.029412
20539	1123	365	0.970588	0.029412
263	70	225	0.480856	0.519144
771	192	344	0.480856	0.519144
2345	647	691	0.480856	0.519144
110	26	32	0.999150	0.000850
70	33	56	0.970588	0.029412
787	107	154	0.000503	0.999497
8531	525	335	0.480856	0.519144
1624	125	107	0.480927	0.519073
1189	41	48	0.480927	0.519073
520	70	90	0.480856	0.519144
160	386	384	0.480856	0.519144
16	226	21	0.480856	0.519144
3	40	0	0.480856	0.519144
270	30	17	0.480856	0.519144
21627	382	373	0.480856	0.519144
360	68	232	0.480856	0.519144
363	1029	1536	0.480856	0.519144
487	110	91	0.970588	0.029412
2856	111	109	0.970588	0.029412
950	68	76	0.999150	0.000850
478	45	31	0.480856	0.519144
3472	2327	1746	0.480856	0.519144
1796	259	238	0.480856	0.519144
619	27	40	0.480856	0.519144
3892	182	231	0.970588	0.029412
5395	791	575	0.480927	0.519073
284	41	42	0.480856	0.519144
3316	287	162	0.480856	0.519144
217	41	200	0.480856	0.519144
27	6	4	0.029411	0.970589
1	1	21	0.480856	0.519144
690	52	46	0.480856	0.519144
3552	138	182	0.480856	0.519144
26	2	40	0.480856	0.519144
1264	139	140	0.480927	0.519073
813	48	97	0.480856	0.519144
936	369	212	0.480856	0.519144
384	16	67	0.480856	0.519144
818	72	70	0.480856	0.519144
69	11	11	0.480856	0.519144
3511	753	952	0.480856	0.519144
132	17	0	0.480856	0.519144
7683	316	188	0.480856	0.519144
515	181	45	0.480856	0.519144
11	7	10	0.480856	0.519144
1131	129	64	0.480856	0.519144
1968	485	698	0.480856	0.519144
45	8	17	0.480856	0.519144
62	22	73	0.480856	0.519144
837	33	20	0.480856	0.519144
5805	281	24	0.480856	0.519144
1778	187	129	0.480856	0.519144
653	115	85	0.480856	0.519144
18974	295	221	0.480856	0.519144
3048	258	157	0.480856	0.519144
121	56	45	0.480856	0.519144
1310	168	130	0.480856	0.519144
351	20	52	0.480856	0.519144
5	0	0	0.480856	0.519144
3552	238	128	0.480856	0.519144
175	517	1598	0.999150	0.000850
107	27	62	0.999568	0.000432
534	221	258	0.480856	0.519144
172	29	47	0.970588	0.029412
10532	379	125	0.480856	0.519144
18	34	48	0.480856	0.519144
1003	39	11	0.480856	0.519144
569	65	50	0.480856	0.519144
1993	2372	2167	0.480856	0.519144
1026	188	124	0.480856	0.519144
69	33	50	0.480856	0.519144
55	27	60	0.480856	0.519144
523	47	57	0.480856	0.519144
932	75	72	0.480856	0.519144
1261	150	117	0.480856	0.519144
425	192	153	0.480856	0.519144
2358	246	77	0.480856	0.519144
51	20	14	0.480856	0.519144
255	28	39	0.480856	0.519144
36	12	23	0.480856	0.519144
429	61	65	0.480856	0.519144
18458	139	131	0.480856	0.519144
3813	545	426	0.480856	0.519144
255	55	68	0.480856	0.519144
100	26	112	0.480856	0.519144
6554	917	1672	0.480856	0.519144
2580	132	203	0.480856	0.519144
208	44	0	0.999150	0.000850
2292	162	144	0.480856	0.519144
6746	464	272	0.970588	0.029412
382	39	16	0.970588	0.029412
8288	395	298	0.480856	0.519144
5239	209	0	0.480856	0.519144
55	3214	104	0.480856	0.519144
231	16	17	0.480856	0.519144
12	8	6	0.480856	0.519144
3364	358	287	0.480856	0.519144
1650	91	111	0.480927	0.519073
288	67	65	0.970588	0.029412
422	47	57	0.480856	0.519144
828	129	256	0.480856	0.519144
9376	352	101	0.480856	0.519144
219	50	78	0.480856	0.519144
656	722	1386	0.480856	0.519144
593	50	40	0.480856	0.519144
990	44	18	0.984848	0.015152
358	30	23	0.480856	0.519144
1298	166	265	0.480856	0.519144
19723	382	210	0.480856	0.519144
34	7	23	0.480856	0.519144
409	47	43	0.480856	0.519144
3605	150	234	0.480856	0.519144
30	14	33	0.480856	0.519144
10522	457	502	0.480927	0.519073
106	18	20	0.480856	0.519144
138	21	31	0.480856	0.519144
1030	173	41	0.970588	0.029412
6478	1111	1141	0.480856	0.519144
116	18	37	0.480856	0.519144
2	2	5	0.480856	0.519144
5301	280	388	0.970588	0.029412
59	24	28	0.970588	0.029412
919	56	137	0.480856	0.519144
7762	6344	6698	0.970588	0.029412
837	106	54	0.480856	0.519144
152	15	34	0.480856	0.519144
86	271	320	0.970588	0.029412
562	1135	1607	0.480856	0.519144
141	19	15	0.480856	0.519144
4812	49	29	0.480856	0.519144
952	41	25	0.480856	0.519144
266	88	276	0.480856	0.519144
133	17	0	0.480856	0.519144
2	1	1	0.970588	0.029412
14049	2278	985	0.480856	0.519144
1376	132	124	0.480856	0.519144
5226	257	189	0.970588	0.029412
153	118	129	0.480856	0.519144
