Tweets	Followers	Friends	Happy	Sad
2	0	4	0.480856	0.519144
312	29	66	0.480856	0.519144
766	459	511	0.480856	0.519144
835	134	177	0.480856	0.519144
101	35	37	0.480856	0.519144
4401	249	209	0.480856	0.519144
1187	148	78	0.480856	0.519144
600	90	104	0.480856	0.519144
935	32	61	0.480856	0.519144
1667	672	629	0.480856	0.519144
76	38	44	0.480856	0.519144
304	21	29	0.480856	0.519144
1552	104	271	0.480856	0.519144
160	5060	5396	0.480856	0.519144
851	68	107	0.480856	0.519144
217	46	93	0.480856	0.519144
1904	177	8	0.480856	0.519144
2024	132	596	0.480856	0.519144
2384	235	117	0.480856	0.519144
959	186	339	0.480856	0.519144
136	66	133	0.480927	0.519073
893	997	1881	0.480856	0.519144
528	997	310	0.480856	0.519144
32813	11031	57	0.480856	0.519144
23842	509	269	0.970588	0.029412
1667	327	351	0.480856	0.519144
5039	4089	303	0.480856	0.519144
56	4	31	0.480856	0.519144
381	532	539	0.480856	0.519144
48	310	19	0.970588	0.029412
87	36	60	0.480856	0.519144
1162	45	50	0.480856	0.519144
1723	185	51	0.480856	0.519144
7	6	125	0.480856	0.519144
3855	465	715	0.970588	0.029412
924	68	204	0.480856	0.519144
1657	111	97	0.480856	0.519144
3319	37	73	0.480856	0.519144
4386	1897	406	0.480856	0.519144
421	34	52	0.480856	0.519144
145	8	43	0.480856	0.519144
423	44	113	0.480927	0.519073
1564	120	150	0.519134	0.480866
2833	311	155	0.480856	0.519144
1944	125	86	0.480856	0.519144
5441	545	69	0.480856	0.519144
1339	173	373	0.480856	0.519144
2607	485	439	0.480927	0.519073
188	16	25	0.970588	0.029412
38	9	0	0.480856	0.519144
667	28	29	0.970588	0.029412
1088	46	42	0.480856	0.519144
214	66	65	0.480856	0.519144
70	41	53	0.480856	0.519144
10	5	7	0.480856	0.519144
625	260	780	0.970588	0.029412
246	39	55	0.480856	0.519144
1571	1650	1972	0.480856	0.519144
220	160	114	0.480856	0.519144
583	3086	46	0.480856	0.519144
562	105	67	0.999150	0.000850
991	62	52	0.970588	0.029412
2	0	0	0.480856	0.519144
420	39	79	0.480856	0.519144
1057	1507	1746	0.999150	0.000850
577	1802	2002	0.970588	0.029412
4844	522	496	0.480856	0.519144
2354	303	2	0.480856	0.519144
1633	839	478	0.480856	0.519144
43	35	70	0.480856	0.519144
108	42	79	0.480856	0.519144
1120	100	129	0.480927	0.519073
695	61	51	0.970588	0.029412
1402	86	130	0.480856	0.519144
1029	60	49	0.480856	0.519144
231	49	81	0.480856	0.519144
3	9	4	0.970588	0.029412
632	2545	43	0.480856	0.519144
608	74	41	0.480856	0.519144
11983	5009	4971	0.480856	0.519144
980	799	1930	0.480856	0.519144
78	30	57	0.480856	0.519144
223	54	67	0.970588	0.029412
13439	476	704	0.480856	0.519144
2013	621	480	0.480856	0.519144
1434	724	157	0.480856	0.519144
26	42	182	0.480856	0.519144
957	41	26	0.480856	0.519144
442	122	130	0.480856	0.519144
833	466	1210	0.480856	0.519144
550	56	174	0.480856	0.519144
32815	11031	57	0.480856	0.519144
3801	316	244	0.480856	0.519144
16138	1808	1378	0.970588	0.029412
670	51	127	0.480856	0.519144
6690	404	368	0.480856	0.519144
7039	465	149	0.970588	0.029412
489	235	169	0.480856	0.519144
1116	52	43	0.480856	0.519144
4675	16864	17267	0.480856	0.519144
242	99	191	0.480856	0.519144
2021	287	87	0.480856	0.519144
29	5	12	0.480856	0.519144
402	77	128	0.480856	0.519144
214	27	61	0.480856	0.519144
350	19	7	0.970588	0.029412
619	30	54	0.480856	0.519144
22	12	40	0.480856	0.519144
1803	425	709	0.480856	0.519144
188	22	23	0.480856	0.519144
1063	109	19	0.480856	0.519144
135	3	4	0.480856	0.519144
90	25	30	0.480856	0.519144
2061	438	425	0.480856	0.519144
1608	99	74	0.480856	0.519144
333	634	1499	0.480856	0.519144
72	19	14	0.480856	0.519144
1029	8	27	0.974659	0.025341
153	23	15	0.480856	0.519144
1492	140	124	0.029411	0.970589
2564	154	133	0.480856	0.519144
128	13	41	0.029411	0.970589
1044	335	334	0.480856	0.519144
901	51	44	0.970588	0.029412
1662	18303	20024	0.480856	0.519144
2579	159	291	0.970588	0.029412
740	52	33	0.480856	0.519144
18275	1770	381	0.480856	0.519144
796	85	11	0.480856	0.519144
1388	102	133	0.480856	0.519144
393	113	242	0.480856	0.519144
1424	352	293	0.519134	0.480866
276	53	47	0.480856	0.519144
618	48	53	0.480856	0.519144
48	5	18	0.480856	0.519144
407	124	195	0.480856	0.519144
193	120	426	0.480856	0.519144
1508	95	93	0.480856	0.519144
564	47	32	0.480856	0.519144
564	65	174	0.480856	0.519144
2153	58	43	0.480856	0.519144
17	9	12	0.480856	0.519144
2046	156	65	0.970588	0.029412
186	30	68	0.970588	0.029412
1676	172	112	0.480856	0.519144
400	34	77	0.480856	0.519144
127	7	0	0.480856	0.519144
291	47	32	0.480856	0.519144
41	13	16	0.480856	0.519144
560	37	2	0.480856	0.519144
1261	69	102	0.480856	0.519144
1455	73	104	0.480856	0.519144
236	19	36	0.480856	0.519144
2942	11705	12556	0.970588	0.029412
424	42	83	0.970588	0.029412
4790	45	61	0.480856	0.519144
129	12	13	0.970588	0.029412
2105	121	97	0.480927	0.519073
2401	191	98	0.480856	0.519144
20	23	7	0.999150	0.000850
77	12	17	0.480856	0.519144
38	19	36	0.480856	0.519144
319	74	99	0.480856	0.519144
109	46	84	0.480856	0.519144
132	28	48	0.970588	0.029412
10182	513	604	0.480856	0.519144
4354	225	137	0.480856	0.519144
45	1	4	0.480856	0.519144
8	2	3	0.480856	0.519144
883	15	71	0.970588	0.029412
4182	150	34	0.480856	0.519144
714	47	108	0.480856	0.519144
8710	82	38	0.480927	0.519073
5264	2041	101	0.970588	0.029412
417	93	49	0.480856	0.519144
155	22	33	0.984848	0.015152
75	143	550	0.480856	0.519144
600	129	113	0.480856	0.519144
639	229	51	0.970588	0.029412
366	35	121	0.480856	0.519144
124	15	11	0.970588	0.029412
144	10	10	0.480856	0.519144
95	11	8	0.480856	0.519144
3540	205	252	0.970588	0.029412
6802	106	209	0.970588	0.029412
313	4	0	0.480856	0.519144
1137	21	58	0.970588	0.029412
832	312	239	0.480856	0.519144
1166	180	334	0.480856	0.519144
977	71	101	0.480856	0.519144
17	14	22	0.480927	0.519073
2554	336	293	0.480856	0.519144
382	46	83	0.480856	0.519144
8862	1672	1677	0.480856	0.519144
2390	235	117	0.970588	0.029412
2020	210	133	0.480856	0.519144
52	18	11	0.480856	0.519144
2362	381	209	0.480856	0.519144
279	607	1191	0.480856	0.519144
223	58	64	0.480856	0.519144
391	99	179	0.480856	0.519144
2466	43	74	0.480856	0.519144
5346	959	1622	0.480856	0.519144
2738	1051	535	0.480927	0.519073
103	23	21	0.480856	0.519144
2480	3924	3995	0.480856	0.519144
145	4	1	0.480856	0.519144
11802	1109	700	0.480856	0.519144
16	16	33	0.480856	0.519144
566	63	70	0.480856	0.519144
29	8	9	0.480856	0.519144
525	293	350	0.480856	0.519144
1043	101	119	0.480856	0.519144
114	28	1	0.480856	0.519144
4809	523	383	0.970588	0.029412
5569	205	137	0.999150	0.000850
1733	299	326	0.480856	0.519144
966	313	391	0.480856	0.519144
454	8	40	0.970588	0.029412
53	91	49	0.480856	0.519144
60	7	10	0.480856	0.519144
2	2	35	0.029411	0.970589
1199	70	57	0.970588	0.029412
11	9	14	0.480856	0.519144
9906	1852	48	0.480856	0.519144
246	94	86	0.480856	0.519144
72	16	51	0.480856	0.519144
3964	176	290	0.480856	0.519144
425	77	108	0.480856	0.519144
3109	157	100	0.480856	0.519144
165	34	35	0.480856	0.519144
8754	145	88	0.480927	0.519073
455	285	249	0.480856	0.519144
1116	59	109	0.480856	0.519144
1406	125	92	0.480856	0.519144
75	11	2	0.480856	0.519144
1800	99	199	0.970588	0.029412
108	32	24	0.480856	0.519144
784	22	62	0.480856	0.519144
856	94	78	0.970588	0.029412
679	79	130	0.480856	0.519144
58	9	14	0.029411	0.970589
3035	5	0	0.480856	0.519144
137	15	18	0.970588	0.029412
385	102	119	0.480856	0.519144
6975	434	196	0.480927	0.519073
297	1614	143	0.970588	0.029412
64	38	87	0.480856	0.519144
133	20	46	0.970588	0.029412
1369	26	0	0.480856	0.519144
279	27	46	0.029419	0.970581
1013	82	80	0.480927	0.519073
468	76	69	0.480856	0.519144
221	8	41	0.970588	0.029412
1987	106	57	0.480856	0.519144
1032	86	63	0.480856	0.519144
714	117	99	0.970588	0.029412
594	30	47	0.480856	0.519144
5060	344	360	0.480856	0.519144
6870	1300	492	0.970588	0.029412
22568	158	0	0.970588	0.029412
14	5	0	0.480856	0.519144
237	31	91	0.480856	0.519144
62	673	1037	0.480856	0.519144
3056	43	29	0.970588	0.029412
1211	336	238	0.480856	0.519144
118	61	64	0.480856	0.519144
102	15	34	0.480856	0.519144
3533	19	0	0.480856	0.519144
28713	8858	9045	0.480856	0.519144
344	31	41	0.480927	0.519073
2020	29	28	0.480856	0.519144
4433	495	265	0.480856	0.519144
1382	67	22	0.480856	0.519144
7125	513	169	0.480856	0.519144
377	44	48	0.480856	0.519144
2518	313	359	0.480856	0.519144
13090	672	956	0.480856	0.519144
185	27	29	0.480856	0.519144
254	31	29	0.480856	0.519144
4430	7848	50	0.480856	0.519144
8169	85	78	0.480856	0.519144
1924	197	75	0.480856	0.519144
4271	20371	17849	0.480856	0.519144
374	9	20	0.480856	0.519144
1074	49	34	0.480856	0.519144
3	6	20	0.970588	0.029412
86	21	18	0.999150	0.000850
307	73	54	0.480856	0.519144
43	385	309	0.029411	0.970589
264	26	27	0.480856	0.519144
24	18	39	0.480856	0.519144
18802	1163	1145	0.480856	0.519144
769	63	74	0.480856	0.519144
3903	218	187	0.480856	0.519144
1601	3821	3450	0.970588	0.029412
18	50	110	0.480927	0.519073
7616	166	0	0.970588	0.029412
6	5	10	0.480856	0.519144
12	10	23	0.480856	0.519144
75	15	30	0.480856	0.519144
1126	3454	126	0.970588	0.029412
472	38	20	0.480856	0.519144
2603	367	317	0.480927	0.519073
1489	949	2002	0.970588	0.029412
6365	213	360	0.480856	0.519144
36	15	43	0.480856	0.519144
233	22	14	0.480927	0.519073
3912	2222	54	0.480856	0.519144
772	72	90	0.480856	0.519144
343	31	35	0.480856	0.519144
295	275	137	0.480856	0.519144
303	37	45	0.480856	0.519144
5	2	12	0.480856	0.519144
47	8	7	0.480856	0.519144
386	37	28	0.480856	0.519144
10450	373	54	0.480856	0.519144
115	47	36	0.480856	0.519144
264	142	105	0.480856	0.519144
2746	1473	1400	0.970588	0.029412
6492	61	0	0.480856	0.519144
63	37	104	0.480856	0.519144
1169	214	267	0.999150	0.000850
135	38	189	0.480856	0.519144
6075	377	321	0.480856	0.519144
538	5	1	0.029411	0.970589
980	119	149	0.480856	0.519144
1553	152	123	0.480856	0.519144
27	7	20	0.480856	0.519144
823	149	168	0.480856	0.519144
34	126	547	0.480856	0.519144
509	72	67	0.480856	0.519144
73	5	7	0.480856	0.519144
802	142	77	0.480856	0.519144
70	76	44	0.970588	0.029412
1981	124	114	0.480856	0.519144
155	31	35	0.480927	0.519073
50	11	28	0.480856	0.519144
1784	20	88	0.480856	0.519144
8725	428	64	0.970588	0.029412
752	300	40	0.480856	0.519144
3971	565	6	0.480856	0.519144
1636	502	652	0.480856	0.519144
4175	109	198	0.480856	0.519144
187	17	40	0.480856	0.519144
184	46	147	0.480856	0.519144
4968	1672	392	0.480927	0.519073
279	507	1480	0.480927	0.519073
59926	407	0	0.480856	0.519144
224	10	12	0.480856	0.519144
5709	28	13	0.480856	0.519144
292	11	15	0.480856	0.519144
7	13	35	0.970588	0.029412
3638	1336	2001	0.480856	0.519144
26946	419	311	0.480856	0.519144
897	1762	2001	0.480856	0.519144
54	10	12	0.480856	0.519144
2725	193	52	0.480927	0.519073
1065	107	77	0.480856	0.519144
11577	276	3	0.480856	0.519144
2258	235	370	0.480856	0.519144
2620	1138	129	0.970588	0.029412
138	96	77	0.480856	0.519144
4	1	34	0.480856	0.519144
129	22	4	0.480856	0.519144
1962	151	55	0.480856	0.519144
205	61	82	0.480927	0.519073
51	13	37	0.480856	0.519144
644	49	58	0.480856	0.519144
156	22	27	0.480856	0.519144
2238	101	76	0.480856	0.519144
104	79	336	0.480927	0.519073
252	56	78	0.480856	0.519144
22578	158	0	0.970588	0.029412
182	22	32	0.480856	0.519144
1172	127	410	0.480856	0.519144
201	41	26	0.480856	0.519144
3267	186	84	0.480856	0.519144
3792	386	216	0.970588	0.029412
2118	85	26	0.480856	0.519144
740	89	177	0.480856	0.519144
273	57	66	0.480856	0.519144
2950	459	702	0.029411	0.970589
7	6	8	0.480856	0.519144
591	113	91	0.480856	0.519144
1026	120	193	0.970588	0.029412
1706	83	37	0.480856	0.519144
649	1305	1341	0.970588	0.029412
28	6	16	0.970588	0.029412
3686	298	283	0.480856	0.519144
548	16	11	0.480856	0.519144
1257	129	89	0.999150	0.000850
225	5	4	0.480856	0.519144
1008	190	102	0.999150	0.000850
837	87	118	0.480856	0.519144
3681	171	152	0.480927	0.519073
5044	393	44	0.480856	0.519144
729	121	188	0.480856	0.519144
189	40	15	0.970588	0.029412
15	2	1	0.480856	0.519144
1614	275	72	0.984852	0.015148
381	30	54	0.480856	0.519144
75	24	41	0.480856	0.519144
22	9	23	0.480856	0.519144
13	30	20	0.480856	0.519144
3	3	20	0.480856	0.519144
2970	137	185	0.480927	0.519073
22	43	122	0.480856	0.519144
391	256	115	0.480856	0.519144
239	27	27	0.480856	0.519144
126	44	56	0.480856	0.519144
2693	480	288	0.480856	0.519144
1942	89	65	0.480856	0.519144
224	41	24	0.480856	0.519144
1107	154	264	0.480856	0.519144
336	197	357	0.970588	0.029412
1063	651	743	0.480856	0.519144
908	810	1582	0.480856	0.519144
8056	818	805	0.480856	0.519144
133493	962	10	0.480856	0.519144
734	86	179	0.480856	0.519144
3140	105	61	0.970588	0.029412
2047	69	62	0.480856	0.519144
661	56	75	0.480856	0.519144
1986	112	121	0.480856	0.519144
1422	103	67	0.480856	0.519144
348	46	54	0.970588	0.029412
71	58	70	0.480856	0.519144
12	6	22	0.480856	0.519144
200	107	210	0.480856	0.519144
25419	943	733	0.480856	0.519144
35	9	14	0.970588	0.029412
2327	227	213	0.480856	0.519144
6779	2062	224	0.480856	0.519144
2631	948	1658	0.480856	0.519144
817	46	65	0.480856	0.519144
51	26	55	0.480856	0.519144
503	238	220	0.480856	0.519144
8224	1839	1	0.480856	0.519144
738	34	34	0.480856	0.519144
476	123	43	0.480856	0.519144
85	29	78	0.480927	0.519073
231	21	38	0.970588	0.029412
524	87	110	0.970588	0.029412
387	35	23	0.480856	0.519144
942	39	36	0.519134	0.480866
78	24	150	0.480856	0.519144
219	54	37	0.480856	0.519144
177	44	147	0.970588	0.029412
8	10	27	0.970596	0.029404
906	82	90	0.480856	0.519144
48	24	110	0.480856	0.519144
63	38	15	0.970588	0.029412
3157	217	157	0.970588	0.029412
531	107	61	0.970596	0.029404
126	90	214	0.480856	0.519144
588	83	64	0.999150	0.000850
5334	99	0	0.480856	0.519144
159	9	18	0.970588	0.029412
189	32	26	0.480856	0.519144
29	38	41	0.970588	0.029412
1745	136	176	0.480927	0.519073
5362	1630	1354	0.480856	0.519144
80	7	21	0.480856	0.519144
58	11	17	0.970588	0.029412
7311	173	90	0.480856	0.519144
155	55	50	0.480856	0.519144
1587	187	241	0.480856	0.519144
2	3	23	0.480856	0.519144
202	15	8	0.480856	0.519144
9476	1315	96	0.480856	0.519144
5	4	5	0.480856	0.519144
1665	129	135	0.480856	0.519144
1938	122	59	0.480856	0.519144
501	7	13	0.480856	0.519144
1258	231	102	0.970588	0.029412
1700	51	69	0.970588	0.029412
53	23	24	0.480856	0.519144
5326	101	24	0.480856	0.519144
16	3	3	0.480856	0.519144
108	41	56	0.970588	0.029412
465	25	23	0.480856	0.519144
143	52	34	0.970588	0.029412
277	46	48	0.480856	0.519144
9279	213	302	0.480856	0.519144
700	59	72	0.480856	0.519144
90	18	15	0.480856	0.519144
46	10	31	0.480856	0.519144
97	16	24	0.480856	0.519144
5	1	3	0.480856	0.519144
8882	569	86	0.970588	0.029412
191	30	38	0.029411	0.970589
66	20	24	0.480856	0.519144
189	34	34	0.970596	0.029404
149	23	133	0.970588	0.029412
411	111	90	0.970596	0.029404
759	179	189	0.480856	0.519144
763	97	214	0.480856	0.519144
185	33	165	0.480927	0.519073
733	126	177	0.480856	0.519144
18366	1132	72	0.480856	0.519144
5796	767	673	0.480856	0.519144
90	11	10	0.480856	0.519144
142	19	16	0.480856	0.519144
26	61	260	0.480856	0.519144
588	29	48	0.480856	0.519144
427	155	242	0.519134	0.480866
430	36	39	0.480856	0.519144
104	212	499	0.480856	0.519144
317	72	35	0.480856	0.519144
128	28	68	0.480856	0.519144
730	38	39	0.480856	0.519144
584	3086	46	0.480856	0.519144
9205	612	179	0.970588	0.029412
919	61	55	0.480856	0.519144
1573	244	445	0.480856	0.519144
78	8	28	0.970588	0.029412
13	15	52	0.480856	0.519144
472	45	42	0.480927	0.519073
338	28	17	0.480856	0.519144
1	1	0	0.480856	0.519144
1316	599	859	0.480856	0.519144
1629	146	119	0.480856	0.519144
604	60	103	0.480856	0.519144
387	168	151	0.480856	0.519144
66	39	296	0.480856	0.519144
20	1	14	0.970588	0.029412
3193	49	23	0.480856	0.519144
1095	96	81	0.480856	0.519144
631	75	151	0.480856	0.519144
10961	644	1996	0.999150	0.000850
143	219	47	0.480856	0.519144
49	12	58	0.480927	0.519073
17	9	12	0.480856	0.519144
2051	129	126	0.480856	0.519144
518	73	77	0.970588	0.029412
9	17	18	0.480927	0.519073
505	66	125	0.970596	0.029404
341	11	12	0.999150	0.000850
1088	119	78	0.480927	0.519073
201	28	42	0.480856	0.519144
43	22	106	0.480856	0.519144
87	12	11	0.480856	0.519144
36	34	13	0.480856	0.519144
1318	74	94	0.480856	0.519144
492	120	169	0.480856	0.519144
1126	135	218	0.480856	0.519144
988	112	183	0.480856	0.519144
566	38	56	0.480856	0.519144
4	86	55	0.480927	0.519073
316	40	118	0.480856	0.519144
56	9	53	0.480856	0.519144
2806	143	218	0.480856	0.519144
113	13	0	0.480856	0.519144
24	5	7	0.970596	0.029404
37	28	52	0.480856	0.519144
3306	1142	2001	0.970588	0.029412
2931	779	32	0.480856	0.519144
358	41	93	0.480856	0.519144
594	40	124	0.480856	0.519144
2020	90	109	0.480856	0.519144
551	53	101	0.480856	0.519144
4214	325	530	0.480927	0.519073
2552	727	721	0.480856	0.519144
14328	7953	8574	0.480856	0.519144
9751	214	108	0.480856	0.519144
363	15	23	0.480856	0.519144
26	1	0	0.480856	0.519144
5	0	0	0.480856	0.519144
113	19	19	0.480856	0.519144
223	39	103	0.029411	0.970589
925	155	266	0.480856	0.519144
3766	48	0	0.480856	0.519144
5	8	40	0.480856	0.519144
1599	243	322	0.480927	0.519073
4184	702	996	0.480856	0.519144
7086	142	78	0.480856	0.519144
823	51	141	0.480856	0.519144
195	130	265	0.970588	0.029412
135	34	54	0.480856	0.519144
1733	151	151	0.480856	0.519144
12	9	19	0.480856	0.519144
1654	239	26	0.480856	0.519144
2311	164	112	0.480856	0.519144
529	530	905	0.480856	0.519144
4237	319	217	0.480856	0.519144
878	44	12	0.480856	0.519144
328	35	34	0.480927	0.519073
60	18	14	0.480856	0.519144
24	4	5	0.480856	0.519144
73	151	180	0.970588	0.029412
2595	157	1	0.480856	0.519144
2586	69	75	0.480856	0.519144
8331	4876	3517	0.970588	0.029412
558	44	35	0.480856	0.519144
350	212	208	0.480856	0.519144
2284	3363	3664	0.970588	0.029412
258	1258	1205	0.970588	0.029412
3527	117	84	0.480856	0.519144
2742	187	200	0.480856	0.519144
1662	1027	1070	0.480856	0.519144
1252	86	327	0.480856	0.519144
18971	330	2	0.480927	0.519073
192	20	95	0.999150	0.000850
112	75	41	0.480927	0.519073
36	2	14	0.970588	0.029412
77	8	6	0.480856	0.519144
1468	264	405	0.480856	0.519144
601	90	104	0.970588	0.029412
871	331	35	0.480856	0.519144
19992	979	582	0.480927	0.519073
677	42	64	0.480856	0.519144
1018	32	39	0.970588	0.029412
4	2	13	0.480856	0.519144
4	5	12	0.970588	0.029412
1461	76	166	0.480856	0.519144
453	109	55	0.480856	0.519144
1568	102	18	0.480856	0.519144
1260	166	89	0.480856	0.519144
300	103	59	0.480856	0.519144
1607	189	188	0.970588	0.029412
208	3	0	0.970588	0.029412
624	106	110	0.480856	0.519144
638	40	80	0.480856	0.519144
71	14	54	0.970588	0.029412
2571	337	121	0.480856	0.519144
1405	116	114	0.029419	0.970581
397	46	70	0.480856	0.519144
539	28	27	0.480856	0.519144
3715	675	530	0.480856	0.519144
1307	96	127	0.480927	0.519073
494	296	357	0.480856	0.519144
3779	120	136	0.480856	0.519144
1129	48	64	0.480856	0.519144
145	27	50	0.480927	0.519073
3944	275	364	0.480856	0.519144
2573	104	47	0.480856	0.519144
706	10	12	0.480856	0.519144
2467	4357	4402	0.480856	0.519144
149	16	22	0.970588	0.029412
334	162	217	0.480856	0.519144
908	21	21	0.480856	0.519144
1135	575	752	0.999976	0.000024
248	51	71	0.480856	0.519144
61	4	2	0.480856	0.519144
967	267	108	0.480856	0.519144
2948	110	87	0.480856	0.519144
4907	128	155	0.480856	0.519144
54	60	144	0.480856	0.519144
135	14	31	0.480856	0.519144
216	60	40	0.480856	0.519144
18694	821	215	0.970588	0.029412
1683	325	303	0.480856	0.519144
174	17	22	0.480856	0.519144
131	23	38	0.970588	0.029412
420	205	142	0.480927	0.519073
343	50	101	0.970588	0.029412
501	48	33	0.480856	0.519144
136	31	41	0.480856	0.519144
364	52	24	0.480856	0.519144
225	98	79	0.480856	0.519144
875	19	12	0.480856	0.519144
486	34	43	0.970588	0.029412
25	1	0	0.480856	0.519144
169	65	64	0.480856	0.519144
969	870	180	0.480856	0.519144
914	115	95	0.970596	0.029404
15151	858	229	0.480856	0.519144
156	10	8	0.480856	0.519144
16526	422	433	0.480856	0.519144
463	27	22	0.480856	0.519144
457	48	58	0.480856	0.519144
6732	320	252	0.480856	0.519144
247	31	28	0.480856	0.519144
4710	1120	1552	0.480856	0.519144
279	51	76	0.999568	0.000432
3926	1524	32	0.480856	0.519144
6	8	20	0.480856	0.519144
15204	523	549	0.480856	0.519144
2272	91	84	0.480856	0.519144
1677	177	234	0.480856	0.519144
722	136	89	0.480856	0.519144
293	24	58	0.480856	0.519144
111	314	463	0.970596	0.029404
1032	91	24	0.480856	0.519144
912	49	22	0.480856	0.519144
61	2	2	0.480856	0.519144
7453	877	1450	0.480856	0.519144
112	40	35	0.480856	0.519144
151	16	26	0.480856	0.519144
1295	121	227	0.480856	0.519144
139	30	108	0.480856	0.519144
1893	224	158	0.970588	0.029412
3248	167	100	0.029411	0.970589
11002	26732	24511	0.480856	0.519144
14	18	75	0.480856	0.519144
1743	109	96	0.970588	0.029412
2548	143	200	0.480856	0.519144
1	3	5	0.480856	0.519144
187	49	118	0.480856	0.519144
96	14	62	0.480856	0.519144
13765	1638	1356	0.480856	0.519144
4068	697	730	0.480856	0.519144
556	21	26	0.480856	0.519144
163	32	31	0.029411	0.970589
438	37	31	0.480856	0.519144
6	0	0	0.480856	0.519144
20	14	33	0.480856	0.519144
1120	281	85	0.480856	0.519144
520	94	83	0.970588	0.029412
683	97	40	0.480856	0.519144
5403	179	15	0.480856	0.519144
6	15	137	0.480856	0.519144
39	14	20	0.970588	0.029412
375	90	109	0.480856	0.519144
5	17	19	0.480856	0.519144
1597	64	64	0.480856	0.519144
105	7	49	0.480856	0.519144
1171	189	146	0.480856	0.519144
122	14	9	0.480856	0.519144
80	14	23	0.480856	0.519144
799	918	1126	0.480856	0.519144
1012	77	50	0.480856	0.519144
7488	71	57	0.480856	0.519144
1518	200	314	0.480856	0.519144
104	36	52	0.480856	0.519144
579	87	157	0.480856	0.519144
125	85	107	0.970588	0.029412
366	38	31	0.480856	0.519144
384	159	72	0.480856	0.519144
31	25	41	0.970588	0.029412
913	45	45	0.970588	0.029412
179	31	36	0.519134	0.480866
4773	157	208	0.480856	0.519144
7921	507	221	0.480856	0.519144
3	1	8	0.480856	0.519144
517	33	81	0.480856	0.519144
1017	17	15	0.480856	0.519144
92	92	605	0.480856	0.519144
597	55	32	0.970588	0.029412
589	70	55	0.480856	0.519144
5644	280	157	0.480927	0.519073
38	38	54	0.480856	0.519144
2552	851	114	0.480856	0.519144
18	11	24	0.480856	0.519144
2780	974	987	0.970588	0.029412
125	27	30	0.480856	0.519144
188	40	46	0.970596	0.029404
629	122	160	0.999988	0.000012
36	23	47	0.480856	0.519144
3986	50	140	0.480927	0.519073
7064	297	294	0.480856	0.519144
139	9	1	0.984848	0.015152
75	6	2	0.480856	0.519144
8015	1046	401	0.480856	0.519144
2194	119	104	0.480927	0.519073
16942	9154	8217	0.970588	0.029412
52	11	85	0.480856	0.519144
636	21	37	0.480856	0.519144
402	16	54	0.970588	0.029412
2702	314	65	0.480856	0.519144
1501	91	203	0.480856	0.519144
149	6	9	0.480856	0.519144
66	18	59	0.970588	0.029412
406	38	45	0.480856	0.519144
30	10	14	0.480856	0.519144
2404	151	43	0.480856	0.519144
2	0	0	0.480856	0.519144
1702	44	49	0.970588	0.029412
871	44	163	0.480856	0.519144
303	92	227	0.480856	0.519144
437	73	113	0.480856	0.519144
1416	38	52	0.480856	0.519144
887	31	52	0.480856	0.519144
1025	12	11	0.480856	0.519144
246	33	62	0.480927	0.519073
9	86	170	0.480856	0.519144
367	32	44	0.480856	0.519144
1385	47	62	0.480856	0.519144
8804	329	129	0.480927	0.519073
1228	192	334	0.480856	0.519144
483	38	5	0.480856	0.519144
4296	1694	2001	0.480856	0.519144
466	18	118	0.029411	0.970589
4195	325	530	0.480856	0.519144
2217	68	41	0.480856	0.519144
120	14	11	0.480856	0.519144
102	28	123	0.480856	0.519144
5816	404	291	0.480927	0.519073
5879	127	211	0.480856	0.519144
30	4	6	0.480856	0.519144
731	86	80	0.480856	0.519144
5827	139	0	0.970588	0.029412
4075	697	730	0.480856	0.519144
31	72	110	0.480856	0.519144
74	5	38	0.480856	0.519144
1398	386	812	0.970588	0.029412
9357	789	406	0.480856	0.519144
8	2	46	0.480856	0.519144
4226	1034	1	0.480856	0.519144
2334	128	72	0.970588	0.029412
813	132	173	0.480856	0.519144
38268	14485	15185	0.480856	0.519144
213	48	46	0.480856	0.519144
2764	117	35	0.970588	0.029412
2164	122	140	0.480856	0.519144
111	43	31	0.480927	0.519073
2292	1332	1987	0.480856	0.519144
117	34	72	0.480856	0.519144
1549	55	67	0.480856	0.519144
19	4	1	0.480856	0.519144
205	36	116	0.480856	0.519144
2090	166	148	0.480856	0.519144
898	122	210	0.480856	0.519144
429	38	46	0.480856	0.519144
180	18	0	0.480856	0.519144
1690	93	94	0.480856	0.519144
1016	29	89	0.519134	0.480866
3099	123	135	0.480856	0.519144
27849	377	1	0.480856	0.519144
1219	28	27	0.970596	0.029404
2729	4526	4973	0.970588	0.029412
420	188	75	0.480927	0.519073
4411	1696	407	0.480927	0.519073
36	16	27	0.480856	0.519144
366749	364	17	0.480856	0.519144
23	13	57	0.480856	0.519144
0	1	0	0.480856	0.519144
7129	3225	3247	0.480856	0.519144
4007	597	104	0.480856	0.519144
700	49	70	0.480856	0.519144
3681	1534	1989	0.480927	0.519073
127	22	6	0.480856	0.519144
50	9	16	0.970588	0.029412
709	686	1014	0.480856	0.519144
4647	268	265	0.480856	0.519144
1189	216	173	0.480856	0.519144
437	41	88	0.970588	0.029412
3330	103	102	0.480856	0.519144
9	2	20	0.480856	0.519144
1257	71	42	0.970588	0.029412
3746	378	295	0.480856	0.519144
1677	220	158	0.480856	0.519144
1855	93	132	0.480856	0.519144
9	5	26	0.480856	0.519144
